popupOpenRecent.png; "Select any emoji directly from your browser with this emoji picker.";
popupSearchLikeApple.png; "You can adjust the emoji style and width.";
popupSelectFemaleDetective.png; "Emojis can be copied into your clipboard.";
popupAppleInsertDogOnMastodon.png; "…or directly inserted into the current page.";
popupBigEmojisApple.png; "Adjust the size for all emoji!";
popupMediumSkinSearchDoctor.png; "Adjust the skin color and search for emojis.";
options.png; "This is the full options page, with any options you can adjust.";
